observation_period,toa,clear_sky_ghi,clear_sky_bhi,clear_sky_dhi,clear_sky_bni,ghi,bhi,dhi,bni,reliability,start_time,end_time,ghi_component_difference,solar_period,ghi_above_clear,bhi_above_clear,dhi_above_clear,bni_above_clear,csi,ghi_reconstructed,low_reference_flag
2016-04-29T13:00:00.0/2016-04-29T14:00:00.0,991.9476,817.7997,724.4181,93.3816,980.3674,752.641,585.1028,167.5382,787.4151,1.0,2016-04-29 13:00:00,2016-04-29 14:00:00,0.0,positive_reference,False,False,True,False,0.9203243777174288,752.641,False
2016-04-29T14:00:00.0/2016-04-29T15:00:00.0,841.7208,677.5014,587.5468,89.9545,936.4156,621.1848,462.6966,158.4881,724.1961,1.0,2016-04-29 14:00:00,2016-04-29 15:00:00,9.999999997489795e-05,positive_reference,False,False,True,False,0.9168760389277425,621.1848,False
2016-04-29T15:00:00.0/2016-04-29T16:00:00.0,651.0969,502.4022,419.9779,82.4243,863.7086,450.0778,312.2127,137.8651,662.6835,1.0,2016-04-29 15:00:00,2016-04-29 16:00:00,0.0,positive_reference,False,False,True,False,0.8958515707136634,450.0778,False
2016-04-29T16:00:00.0/2016-04-29T17:00:00.0,433.0908,307.6194,239.1989,68.4205,733.9182,297.3765,221.6412,75.7353,673.8162,1.0,2016-04-29 16:00:00,2016-04-29 17:00:00,5.684341886080802e-14,positive_reference,False,False,True,False,0.9667026852012586,297.3765,False
2016-04-29T17:00:00.0/2016-04-29T18:00:00.0,202.581,117.0321,74.902,42.1301,457.5569,98.2878,36.6182,61.6696,234.269,1.0,2016-04-29 17:00:00,2016-04-29 18:00:00,0.0,positive_reference,False,False,True,False,0.8398362500544723,98.2878,False
2016-04-29T18:00:00.0/2016-04-29T19:00:00.0,16.7057,5.7461,1.709,4.0371,35.3709,5.7461,1.709,4.0371,35.3709,0.8333,2016-04-29 18:00:00,2016-04-29 19:00:00,0.0,positive_reference,False,False,False,False,1.0,5.7461,True
2016-04-29T19:00:00.0/2016-04-29T20:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-04-29 19:00:00,2016-04-29 20:00:00,0.0,nighttime,False,False,False,False,,,False
2016-04-29T20:00:00.0/2016-04-29T21:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-04-29 20:00:00,2016-04-29 21:00:00,0.0,nighttime,False,False,False,False,,,False
2016-04-29T21:00:00.0/2016-04-29T22:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-04-29 21:00:00,2016-04-29 22:00:00,0.0,nighttime,False,False,False,False,,,False
2016-04-29T22:00:00.0/2016-04-29T23:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-04-29 22:00:00,2016-04-29 23:00:00,0.0,nighttime,False,False,False,False,,,False
2016-04-29T23:00:00.0/2016-04-30T00:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-04-29 23:00:00,2016-04-30 00:00:00,0.0,nighttime,False,False,False,False,,,False
2016-04-30T00:00:00.0/2016-04-30T01:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-04-30 00:00:00,2016-04-30 01:00:00,0.0,nighttime,False,False,False,False,,,False
2016-04-30T01:00:00.0/2016-04-30T02:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-04-30 01:00:00,2016-04-30 02:00:00,0.0,nighttime,False,False,False,False,,,False
2016-04-30T02:00:00.0/2016-04-30T03:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-04-30 02:00:00,2016-04-30 03:00:00,0.0,nighttime,False,False,False,False,,,False
2016-04-30T03:00:00.0/2016-04-30T04:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-04-30 03:00:00,2016-04-30 04:00:00,0.0,nighttime,False,False,False,False,,,False
2016-04-30T04:00:00.0/2016-04-30T05:00:00.0,72.3238,31.3801,13.6653,17.7148,146.5402,31.3801,13.6653,17.7148,146.5402,0.6083,2016-04-30 04:00:00,2016-04-30 05:00:00,0.0,positive_reference,False,False,False,False,1.0,31.3801,False
2016-04-30T05:00:00.0/2016-04-30T06:00:00.0,298.5346,186.3779,123.985,62.3929,539.2272,186.3779,123.985,62.3929,539.2272,0.9667,2016-04-30 05:00:00,2016-04-30 06:00:00,0.0,positive_reference,False,False,False,False,1.0,186.3779,False
2016-04-30T06:00:00.0/2016-04-30T07:00:00.0,526.0083,381.4816,293.2307,88.251,743.3331,341.9301,217.2479,124.6822,569.4119,1.0,2016-04-30 06:00:00,2016-04-30 07:00:00,0.0,positive_reference,False,False,True,False,0.8963213428904565,341.9301,False
2016-04-30T07:00:00.0/2016-04-30T08:00:00.0,734.7685,570.1755,467.4553,102.7202,852.22,447.2677,200.5157,246.752,367.6541,1.0,2016-04-30 07:00:00,2016-04-30 08:00:00,0.0,positive_reference,False,False,True,False,0.7844386509066067,447.2677,False
2016-04-30T08:00:00.0/2016-04-30T09:00:00.0,910.6022,732.1788,621.5852,110.5936,915.6136,610.0518,369.0792,240.9726,548.5558,1.0,2016-04-30 08:00:00,2016-04-30 09:00:00,0.0,positive_reference,False,False,True,False,0.833200578874996,610.0518,False
2016-04-30T09:00:00.0/2016-04-30T10:00:00.0,1041.542,852.3643,734.3156,118.0488,946.2554,761.2679,551.7734,209.4946,702.4365,1.0,2016-04-30 09:00:00,2016-04-30 10:00:00,-9.999999997489795e-05,positive_reference,False,False,True,False,0.8931250405489767,761.2679,False
2016-04-30T10:00:00.0/2016-04-30T11:00:00.0,1118.6825,921.4439,794.9607,126.4832,953.8654,730.9592,473.2999,257.6593,569.9062,1.0,2016-04-30 10:00:00,2016-04-30 11:00:00,0.0,positive_reference,False,False,True,False,0.7932758575969736,730.9592,False
2016-04-30T11:00:00.0/2016-04-30T12:00:00.0,1136.7872,935.7937,803.5366,132.2571,948.774,575.3889,107.5079,467.881,126.8749,1.0,2016-04-30 11:00:00,2016-04-30 12:00:00,1.1368683772161603e-13,positive_reference,False,False,True,False,0.6148672511900861,575.3889,False
2016-04-30T12:00:00.0/2016-04-30T13:00:00.0,1094.6453,895.0126,762.7028,132.3098,935.1296,431.6533,33.2787,398.3745,40.2876,1.0,2016-04-30 12:00:00,2016-04-30 13:00:00,9.999999997489795e-05,positive_reference,False,False,True,False,0.48228740019972904,431.6533,False
2016-04-30T13:00:00.0/2016-04-30T14:00:00.0,995.1534,802.2288,675.8044,126.4244,911.1449,308.9295,4.3471,304.5824,5.8205,1.0,2016-04-30 13:00:00,2016-04-30 14:00:00,0.0,positive_reference,False,False,True,False,0.38508901699864184,308.9295,False
2016-04-30T14:00:00.0/2016-04-30T15:00:00.0,845.1176,663.8831,546.8923,116.9907,867.5926,254.7152,2.3107,252.4045,3.6682,1.0,2016-04-30 14:00:00,2016-04-30 15:00:00,0.0,positive_reference,False,False,True,False,0.38367477647796727,254.7152,False
2016-04-30T15:00:00.0/2016-04-30T16:00:00.0,654.7881,489.5524,383.1096,106.4428,782.134,167.2896,4.0005,163.289,8.6432,1.0,2016-04-30 15:00:00,2016-04-30 16:00:00,0.00010000000003174137,positive_reference,False,False,True,False,0.34171949723870215,167.2896,False
2016-04-30T16:00:00.0/2016-04-30T17:00:00.0,437.1598,294.6913,205.5655,89.1258,622.0079,121.9417,2.3894,119.5523,8.3914,1.0,2016-04-30 16:00:00,2016-04-30 17:00:00,0.0,positive_reference,False,False,True,False,0.41379470652849265,121.9417,False
2016-04-30T17:00:00.0/2016-04-30T18:00:00.0,207.0847,108.5394,56.3783,52.161,330.0754,76.8944,6.7655,70.1289,33.6293,1.0,2016-04-30 17:00:00,2016-04-30 18:00:00,0.0,positive_reference,False,False,True,False,0.7084468865683798,76.8944,False
2016-04-30T18:00:00.0/2016-04-30T19:00:00.0,18.6121,5.7076,1.0773,4.6303,21.1476,3.5338,0.0,3.5338,0.0,0.825,2016-04-30 18:00:00,2016-04-30 19:00:00,0.0,positive_reference,False,False,False,False,0.6191393930899152,3.5338,True
2016-04-30T19:00:00.0/2016-04-30T20:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-04-30 19:00:00,2016-04-30 20:00:00,0.0,nighttime,False,False,False,False,,,False
2016-04-30T20:00:00.0/2016-04-30T21:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-04-30 20:00:00,2016-04-30 21:00:00,0.0,nighttime,False,False,False,False,,,False
2016-04-30T21:00:00.0/2016-04-30T22:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-04-30 21:00:00,2016-04-30 22:00:00,0.0,nighttime,False,False,False,False,,,False
2016-04-30T22:00:00.0/2016-04-30T23:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-04-30 22:00:00,2016-04-30 23:00:00,0.0,nighttime,False,False,False,False,,,False
2016-04-30T23:00:00.0/2016-05-01T00:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-04-30 23:00:00,2016-05-01 00:00:00,0.0,nighttime,False,False,False,False,,,False
2016-05-01T00:00:00.0/2016-05-01T01:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-05-01 00:00:00,2016-05-01 01:00:00,0.0,nighttime,False,False,False,False,,,False
2016-05-01T01:00:00.0/2016-05-01T02:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-05-01 01:00:00,2016-05-01 02:00:00,0.0,nighttime,False,False,False,False,,,False
2016-05-01T02:00:00.0/2016-05-01T03:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-05-01 02:00:00,2016-05-01 03:00:00,0.0,nighttime,False,False,False,False,,,False
2016-05-01T03:00:00.0/2016-05-01T04:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-05-01 03:00:00,2016-05-01 04:00:00,0.0,nighttime,False,False,False,False,,,False
2016-05-01T04:00:00.0/2016-05-01T05:00:00.0,76.9184,33.3831,14.492,18.8911,148.2958,4.2416,0.0,4.2416,0.0,0.5917,2016-05-01 04:00:00,2016-05-01 05:00:00,0.0,positive_reference,False,False,False,False,0.12705830195518092,4.2416,False
2016-05-01T05:00:00.0/2016-05-01T06:00:00.0,303.7711,194.8156,137.9686,56.847,587.2369,21.4625,0.0,21.4625,0.0,0.9667,2016-05-01 05:00:00,2016-05-01 06:00:00,0.0,positive_reference,False,False,False,False,0.11016828221148614,21.4625,False
2016-05-01T06:00:00.0/2016-05-01T07:00:00.0,530.777,394.0316,324.7182,69.3134,816.3965,39.5979,0.0,39.5979,0.0,1.0,2016-05-01 06:00:00,2016-05-01 07:00:00,0.0,positive_reference,False,False,False,False,0.10049422432109506,39.5979,False
2016-05-01T07:00:00.0/2016-05-01T08:00:00.0,739.0756,581.1604,503.7382,77.4222,912.8994,53.5293,0.0,53.5293,0.0,1.0,2016-05-01 07:00:00,2016-05-01 08:00:00,0.0,positive_reference,False,False,False,False,0.09210761779364182,53.5293,False
2016-05-01T08:00:00.0/2016-05-01T09:00:00.0,914.4853,741.3481,660.6013,80.7468,968.5761,111.8989,0.0009,111.898,0.0013,1.0,2016-05-01 08:00:00,2016-05-01 09:00:00,0.0,positive_reference,False,False,True,False,0.15093975421262965,111.89889999999998,False
2016-05-01T09:00:00.0/2016-05-01T10:00:00.0,1045.0676,861.0247,777.1409,83.8838,997.535,163.9987,0.0039,163.9948,0.005,1.0,2016-05-01 09:00:00,2016-05-01 10:00:00,2.842170943040401e-14,positive_reference,False,False,True,False,0.19046921650447426,163.9987,False
2016-05-01T10:00:00.0/2016-05-01T11:00:00.0,1121.9413,931.0701,843.2515,87.8185,1008.3326,197.1628,0.269,196.8937,0.3171,1.0,2016-05-01 10:00:00,2016-05-01 11:00:00,0.00010000000000331966,positive_reference,False,False,True,False,0.21175935088023984,197.1628,False
2016-05-01T11:00:00.0/2016-05-01T12:00:00.0,1139.8879,947.014,857.03,89.984,1008.6675,286.2776,1.3457,284.9319,1.5814,1.0,2016-05-01 11:00:00,2016-05-01 12:00:00,0.0,positive_reference,False,False,True,False,0.3022950030305782,286.2776,False
2016-05-01T12:00:00.0/2016-05-01T13:00:00.0,1097.7073,907.6919,818.1263,89.5656,999.7891,339.8994,8.6123,331.2871,10.647,1.0,2016-05-01 12:00:00,2016-05-01 13:00:00,0.0,positive_reference,False,False,True,False,0.37446560887014635,339.8994,False
2016-05-01T13:00:00.0/2016-05-01T14:00:00.0,998.2984,816.073,729.6227,86.4504,980.1889,257.357,1.9314,255.4256,2.5004,1.0,2016-05-01 13:00:00,2016-05-01 14:00:00,0.0,positive_reference,False,False,True,False,0.31536026801523886,257.357,False
2016-05-01T14:00:00.0/2016-05-01T15:00:00.0,848.4614,679.1464,598.0015,81.1449,944.7101,228.3878,0.9291,227.4587,1.4505,1.0,2016-05-01 14:00:00,2016-05-01 15:00:00,0.0,positive_reference,False,False,True,False,0.3362865502931327,228.3878,False
2016-05-01T15:00:00.0/2016-05-01T16:00:00.0,658.4326,507.8196,434.9664,72.8532,884.1234,135.013,0.0413,134.9718,0.0806,1.0,2016-05-01 15:00:00,2016-05-01 16:00:00,-0.00010000000000331966,positive_reference,False,False,True,False,0.26586803660197444,135.013,False
2016-05-01T16:00:00.0/2016-05-01T17:00:00.0,441.1859,316.4987,256.6005,59.8982,773.7248,166.4799,26.3724,140.1075,96.131,1.0,2016-05-01 16:00:00,2016-05-01 17:00:00,0.0,positive_reference,False,False,True,False,0.526005004127979,166.4799,False
2016-05-01T17:00:00.0/2016-05-01T18:00:00.0,211.5469,127.1101,89.0959,38.0142,531.2919,109.5925,46.1095,63.483,255.2039,1.0,2016-05-01 17:00:00,2016-05-01 18:00:00,0.0,positive_reference,False,False,True,False,0.8621856170359397,109.5925,False
2016-05-01T18:00:00.0/2016-05-01T19:00:00.0,20.6031,7.8047,3.181,4.6237,61.7954,6.0016,0.0047,5.997,0.0907,0.8167,2016-05-01 18:00:00,2016-05-01 19:00:00,-9.999999999976694e-05,positive_reference,False,False,True,False,0.7689725421861185,6.0016,True
2016-05-01T19:00:00.0/2016-05-01T20:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-05-01 19:00:00,2016-05-01 20:00:00,0.0,nighttime,False,False,False,False,,,False
2016-05-01T20:00:00.0/2016-05-01T21:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-05-01 20:00:00,2016-05-01 21:00:00,0.0,nighttime,False,False,False,False,,,False
2016-05-01T21:00:00.0/2016-05-01T22:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-05-01 21:00:00,2016-05-01 22:00:00,0.0,nighttime,False,False,False,False,,,False
2016-05-01T22:00:00.0/2016-05-01T23:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-05-01 22:00:00,2016-05-01 23:00:00,0.0,nighttime,False,False,False,False,,,False
2016-05-01T23:00:00.0/2016-05-02T00:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-05-01 23:00:00,2016-05-02 00:00:00,0.0,nighttime,False,False,False,False,,,False
2016-05-02T00:00:00.0/2016-05-02T01:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-05-02 00:00:00,2016-05-02 01:00:00,0.0,nighttime,False,False,False,False,,,False
2016-05-02T01:00:00.0/2016-05-02T02:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-05-02 01:00:00,2016-05-02 02:00:00,0.0,nighttime,False,False,False,False,,,False
2016-05-02T02:00:00.0/2016-05-02T03:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-05-02 02:00:00,2016-05-02 03:00:00,0.0,nighttime,False,False,False,False,,,False
2016-05-02T03:00:00.0/2016-05-02T04:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-05-02 03:00:00,2016-05-02 04:00:00,0.0,nighttime,False,False,False,False,,,False
2016-05-02T04:00:00.0/2016-05-02T05:00:00.0,81.5544,39.5578,22.3256,17.2322,233.1632,5.9973,0.0,5.9973,0.0,0.6667,2016-05-02 04:00:00,2016-05-02 05:00:00,0.0,positive_reference,False,False,False,False,0.15160853232485122,5.997299999999999,False
2016-05-02T05:00:00.0/2016-05-02T06:00:00.0,308.8902,203.402,152.4798,50.9222,646.9734,36.8005,0.0003,36.8002,0.001,1.0,2016-05-02 05:00:00,2016-05-02 06:00:00,0.0,positive_reference,False,False,False,False,0.18092496632284835,36.8005,False
2016-05-02T06:00:00.0/2016-05-02T07:00:00.0,535.4297,396.8497,326.3257,70.524,813.5007,69.3114,0.0015,69.3099,0.0032,1.0,2016-05-02 06:00:00,2016-05-02 07:00:00,1.4210854715202004e-14,positive_reference,False,False,False,False,0.17465403148849554,69.3114,False
2016-05-02T07:00:00.0/2016-05-02T08:00:00.0,743.2706,581.7843,497.6462,84.1381,896.524,81.6363,0.0227,81.6136,0.0446,1.0,2016-05-02 07:00:00,2016-05-02 08:00:00,0.0,positive_reference,False,False,False,False,0.14032056210523386,81.6363,False
2016-05-02T08:00:00.0/2016-05-02T09:00:00.0,918.2624,740.1623,646.0234,94.1388,942.9241,162.3672,0.3261,162.0412,0.4488,1.0,2016-05-02 08:00:00,2016-05-02 09:00:00,-0.00010000000000331966,positive_reference,False,False,True,False,0.21936702261112193,162.3672,False
2016-05-02T09:00:00.0/2016-05-02T10:00:00.0,1048.4951,859.3283,760.0505,99.2778,971.8427,290.3712,9.0435,281.3277,11.3368,1.0,2016-05-02 09:00:00,2016-05-02 10:00:00,0.0,positive_reference,False,False,True,False,0.337904849636629,290.3712,False
2016-05-02T10:00:00.0/2016-05-02T11:00:00.0,1125.1112,929.8912,830.2352,99.656,989.4404,379.5461,11.3974,368.1486,13.6349,1.0,2016-05-02 10:00:00,2016-05-02 11:00:00,0.00010000000003174137,positive_reference,False,False,True,False,0.40816183656754684,379.5461,False
2016-05-02T11:00:00.0/2016-05-02T12:00:00.0,1142.9095,946.3596,848.5448,97.8148,995.5339,466.4,38.1813,428.2187,44.793,1.0,2016-05-02 11:00:00,2016-05-02 12:00:00,-5.684341886080802e-14,positive_reference,False,False,True,False,0.4928359156498227,466.4,False
2016-05-02T12:00:00.0/2016-05-02T13:00:00.0,1100.6998,907.3773,811.5066,95.8707,988.4846,401.3891,18.0336,383.3555,21.796,1.0,2016-05-02 12:00:00,2016-05-02 13:00:00,0.0,positive_reference,False,False,True,False,0.4423618488141592,401.3891,False
2016-05-02T13:00:00.0/2016-05-02T14:00:00.0,1001.383,815.8909,722.2192,93.6718,966.7289,203.2535,1.5755,201.678,2.021,1.0,2016-05-02 13:00:00,2016-05-02 14:00:00,0.0,positive_reference,False,False,True,False,0.24911847895349734,203.2535,False
2016-05-02T14:00:00.0/2016-05-02T15:00:00.0,851.7524,679.1073,590.2186,88.8887,928.2665,142.0957,0.0528,142.043,0.0896,1.0,2016-05-02 14:00:00,2016-05-02 15:00:00,-0.00010000000000331966,positive_reference,False,False,True,False,0.2092389523717386,142.0957,False
2016-05-02T15:00:00.0/2016-05-02T16:00:00.0,662.03,508.084,428.274,79.81,865.2903,71.9836,0.0161,71.9674,0.0288,1.0,2016-05-02 15:00:00,2016-05-02 16:00:00,0.00010000000000331966,positive_reference,False,False,False,False,0.14167657316506718,71.9836,False
2016-05-02T16:00:00.0/2016-05-02T17:00:00.0,445.1683,317.338,252.4797,64.8583,753.9839,61.9127,0.0002,61.9125,0.0008,1.0,2016-05-02 16:00:00,2016-05-02 17:00:00,0.0,positive_reference,False,False,False,False,0.19510017709823593,61.9127,False
2016-05-02T17:00:00.0/2016-05-02T18:00:00.0,215.9664,128.7679,88.0852,40.6827,514.9532,60.1962,0.3283,59.8679,3.4302,1.0,2016-05-02 17:00:00,2016-05-02 18:00:00,0.0,positive_reference,False,False,True,False,0.4674783078702068,60.1962,False
2016-05-02T18:00:00.0/2016-05-02T19:00:00.0,22.712,8.6092,3.4223,5.187,63.4016,6.8511,0.1696,6.6816,3.1418,0.8,2016-05-02 18:00:00,2016-05-02 19:00:00,-0.00010000000000065512,positive_reference,False,False,True,False,0.7957882265483437,6.8511,True
2016-05-02T19:00:00.0/2016-05-02T20:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-05-02 19:00:00,2016-05-02 20:00:00,0.0,nighttime,False,False,False,False,,,False
2016-05-02T20:00:00.0/2016-05-02T21:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-05-02 20:00:00,2016-05-02 21:00:00,0.0,nighttime,False,False,False,False,,,False
2016-05-02T21:00:00.0/2016-05-02T22:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-05-02 21:00:00,2016-05-02 22:00:00,0.0,nighttime,False,False,False,False,,,False
2016-05-02T22:00:00.0/2016-05-02T23:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-05-02 22:00:00,2016-05-02 23:00:00,0.0,nighttime,False,False,False,False,,,False
2016-05-02T23:00:00.0/2016-05-03T00:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-05-02 23:00:00,2016-05-03 00:00:00,0.0,nighttime,False,False,False,False,,,False
2016-05-03T00:00:00.0/2016-05-03T01:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-05-03 00:00:00,2016-05-03 01:00:00,0.0,nighttime,False,False,False,False,,,False
2016-05-03T01:00:00.0/2016-05-03T02:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-05-03 01:00:00,2016-05-03 02:00:00,0.0,nighttime,False,False,False,False,,,False
2016-05-03T02:00:00.0/2016-05-03T03:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-05-03 02:00:00,2016-05-03 03:00:00,0.0,nighttime,False,False,False,False,,,False
2016-05-03T03:00:00.0/2016-05-03T04:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-05-03 03:00:00,2016-05-03 04:00:00,0.0,nighttime,False,False,False,False,,,False
2016-05-03T04:00:00.0/2016-05-03T05:00:00.0,86.2192,41.0345,21.2476,19.7869,213.1927,6.1554,0.0,6.1554,0.0,0.6583,2016-05-03 04:00:00,2016-05-03 05:00:00,0.0,positive_reference,False,False,False,False,0.15000548319097345,6.1554,False
2016-05-03T05:00:00.0/2016-05-03T06:00:00.0,313.8911,205.0789,147.1812,57.8977,613.1522,45.2824,0.6935,44.5889,2.2656,1.0,2016-05-03 05:00:00,2016-05-03 06:00:00,0.0,positive_reference,False,False,False,False,0.22080477318729524,45.2824,False
2016-05-03T06:00:00.0/2016-05-03T07:00:00.0,539.9659,399.9535,320.4629,79.4907,791.2864,108.6558,8.2804,100.3753,23.5222,1.0,2016-05-03 06:00:00,2016-05-03 07:00:00,0.00010000000000331966,positive_reference,False,False,True,False,0.27167108176325494,108.65579999999999,False
2016-05-03T07:00:00.0/2016-05-03T08:00:00.0,747.3533,586.7598,494.1342,92.6255,884.6915,90.1551,0.0198,90.1353,0.0322,1.0,2016-05-03 07:00:00,2016-05-03 08:00:00,0.0,positive_reference,False,False,False,False,0.1536490741185746,90.1551,False
2016-05-03T08:00:00.0/2016-05-03T09:00:00.0,921.9337,746.675,645.8191,100.8559,938.3098,104.7068,0.0098,104.697,0.0153,1.0,2016-05-03 08:00:00,2016-05-03 09:00:00,0.0,positive_reference,False,False,True,False,0.1402307563531657,104.7068,False
2016-05-03T09:00:00.0/2016-05-03T10:00:00.0,1051.8248,864.9036,755.4776,109.426,962.5692,139.7099,0.0557,139.6541,0.0685,1.0,2016-05-03 09:00:00,2016-05-03 10:00:00,0.00010000000000331966,positive_reference,False,False,True,False,0.16153233724544563,139.7099,False
2016-05-03T10:00:00.0/2016-05-03T11:00:00.0,1128.1925,932.2216,812.915,119.3066,965.7104,137.7026,0.0392,137.6634,0.0468,1.0,2016-05-03 10:00:00,2016-05-03 11:00:00,0.0,positive_reference,False,False,True,False,0.14771444901083605,137.7026,False
2016-05-03T11:00:00.0/2016-05-03T12:00:00.0,1145.8524,945.1978,818.3127,126.8851,957.0977,409.616,36.9356,372.6804,43.2284,1.0,2016-05-03 11:00:00,2016-05-03 12:00:00,-5.684341886080802e-14,positive_reference,False,False,True,False,0.4333653760091274,409.616,False
2016-05-03T12:00:00.0/2016-05-03T13:00:00.0,1103.6234,904.2312,776.856,127.3752,943.2969,275.4473,2.0445,273.4027,2.4768,1.0,2016-05-03 12:00:00,2016-05-03 13:00:00,9.999999997489795e-05,positive_reference,False,False,True,False,0.3046204333581942,275.4473,False
2016-05-03T13:00:00.0/2016-05-03T14:00:00.0,1004.4074,812.4263,691.796,120.6303,922.7407,318.4574,17.6934,300.764,22.9457,1.0,2016-05-03 13:00:00,2016-05-03 14:00:00,0.0,positive_reference,False,False,True,False,0.391983125115472,318.4574,False
2016-05-03T14:00:00.0/2016-05-03T15:00:00.0,854.9906,675.4099,564.5825,110.8274,884.0842,282.997,13.1143,269.8828,20.1287,1.0,2016-05-03 14:00:00,2016-05-03 15:00:00,-9.999999997489795e-05,positive_reference,False,False,True,False,0.41900037295870257,282.997,False
2016-05-03T15:00:00.0/2016-05-03T16:00:00.0,665.58,503.3616,403.1453,100.2162,809.0154,139.3282,4.7092,134.619,10.0408,1.0,2016-05-03 15:00:00,2016-05-03 16:00:00,0.0,positive_reference,False,False,True,False,0.2767954488383699,139.3282,False
2016-05-03T16:00:00.0/2016-05-03T17:00:00.0,449.1064,310.8112,226.5034,84.3077,668.019,69.2134,0.026,69.1874,0.0972,1.0,2016-05-03 16:00:00,2016-05-03 17:00:00,0.0,positive_reference,False,False,False,False,0.22268631246235657,69.2134,False
2016-05-03T17:00:00.0/2016-05-03T18:00:00.0,220.3421,122.9933,70.7093,52.284,397.8507,57.5465,0.4211,57.1254,1.9566,1.0,2016-05-03 17:00:00,2016-05-03 18:00:00,0.0,positive_reference,False,False,True,False,0.46788320989842536,57.5465,False
2016-05-03T18:00:00.0/2016-05-03T19:00:00.0,24.8844,8.5468,2.237,6.3098,39.006,3.7907,0.0,3.7907,0.0,0.7917,2016-05-03 18:00:00,2016-05-03 19:00:00,0.0,positive_reference,False,False,False,False,0.4435227219544157,3.7907,True
2016-05-03T19:00:00.0/2016-05-03T20:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-05-03 19:00:00,2016-05-03 20:00:00,0.0,nighttime,False,False,False,False,,,False
2016-05-03T20:00:00.0/2016-05-03T21:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-05-03 20:00:00,2016-05-03 21:00:00,0.0,nighttime,False,False,False,False,,,False
2016-05-03T21:00:00.0/2016-05-03T22:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-05-03 21:00:00,2016-05-03 22:00:00,0.0,nighttime,False,False,False,False,,,False
