# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2015-01-01T00:00:00.0
# Date end (ISO 8601): 2025-01-02T00:00:00.0
# Latitude (positive North, ISO 19115): 46.8000
# Longitude (positive East, ISO 19115): 9.8300
# Altitude (m): 1610.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2026-09-04
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2015-07-15T07:00:00.0/2015-07-15T08:00:00.0;781.8698;587.7199;487.8445;99.8754;820.8971;587.7199;487.8445;99.8754;820.8971;1.0000
2015-07-15T08:00:00.0/2015-07-15T09:00:00.0;953.0844;740.0296;632.1190;107.9106;873.4766;740.0296;632.1190;107.9106;873.4766;1.0000
2015-07-15T09:00:00.0/2015-07-15T10:00:00.0;1083.4094;856.2716;742.3942;113.8774;902.8617;856.2716;742.3942;113.8774;902.8617;1.0000
2015-07-15T10:00:00.0/2015-07-15T11:00:00.0;1163.9512;927.4384;808.9114;118.5270;915.8248;927.4384;808.9114;118.5270;915.8248;1.0000
2015-07-15T11:00:00.0/2015-07-15T12:00:00.0;1189.2078;948.7910;827.6726;121.1183;917.1945;948.7910;827.6726;121.1183;917.1945;1.0000
2015-07-15T12:00:00.0/2015-07-15T13:00:00.0;1157.4452;917.9283;794.6276;123.3008;904.6521;917.9283;794.6276;123.3008;904.6521;1.0000
2015-07-15T13:00:00.0/2015-07-15T14:00:00.0;1070.8162;837.1265;712.5021;124.6244;876.5565;837.1265;712.5021;124.6244;876.5565;1.0000
2015-07-15T14:00:00.0/2015-07-15T15:00:00.0;935.2130;713.1832;590.6448;122.5384;831.5161;695.5618;549.4804;146.0813;774.0480;1.0000
2015-07-15T15:00:00.0/2015-07-15T16:00:00.0;759.8666;556.8017;443.2154;113.5863;767.0980;518.3570;366.1751;152.1819;636.3428;1.0000
2015-07-15T16:00:00.0/2015-07-15T17:00:00.0;556.7172;381.0354;284.5517;96.4837;669.6172;381.0354;284.5517;96.4837;669.6172;1.0000
2015-07-15T17:00:00.0/2015-07-15T18:00:00.0;339.5995;202.4989;132.0102;70.4888;500.1792;202.4989;132.0102;70.4888;500.1792;1.0000
2015-07-15T18:00:00.0/2015-07-15T19:00:00.0;123.3008;53.1145;23.5220;29.5926;197.2554;48.3096;16.1163;32.1934;113.2386;0.7833
2015-07-15T19:00:00.0/2015-07-15T20:00:00.0;0.8965;0.1927;0.0043;0.1884;0.0000;0.1539;0.0006;0.1533;0.0000;0.9500
2015-07-15T20:00:00.0/2015-07-15T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-15T21:00:00.0/2015-07-15T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-15T22:00:00.0/2015-07-15T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-15T23:00:00.0/2015-07-16T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-16T00:00:00.0/2015-07-16T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-16T01:00:00.0/2015-07-16T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-16T02:00:00.0/2015-07-16T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-16T03:00:00.0/2015-07-16T04:00:00.0;4.0640;0.9377;0.0548;0.8829;1.5963;0.9377;0.0548;0.8829;1.5963;0.9000
2015-07-16T04:00:00.0/2015-07-16T05:00:00.0;145.6436;61.2810;24.4223;36.8587;183.4161;61.2810;24.4223;36.8587;183.4161;0.7167
2015-07-16T05:00:00.0/2015-07-16T06:00:00.0;362.6759;210.4437;126.2814;84.1623;448.3076;207.8336;123.2269;84.6067;438.3466;1.0000
2015-07-16T06:00:00.0/2015-07-16T07:00:00.0;578.9145;387.2185;269.5082;117.7102;609.8867;387.2185;269.5082;117.7102;609.8867;1.0000
2015-07-16T07:00:00.0/2015-07-16T08:00:00.0;779.6164;560.0610;417.9181;142.1429;705.0093;560.0610;417.9181;142.1429;705.0093;1.0000
2015-07-16T08:00:00.0/2015-07-16T09:00:00.0;951.0948;710.9434;550.9180;160.0254;762.8245;710.9434;550.9180;160.0254;762.8245;1.0000
2015-07-16T09:00:00.0/2015-07-16T10:00:00.0;1081.6522;826.1603;652.5540;173.6063;794.9424;825.6543;651.2104;174.4440;793.3740;1.0000
2015-07-16T10:00:00.0/2015-07-16T11:00:00.0;1162.3784;896.4852;712.7719;183.7134;808.1578;793.1403;431.9857;361.1546;491.3896;1.0000
2015-07-16T11:00:00.0/2015-07-16T12:00:00.0;1187.7584;917.0880;727.5585;189.5294;807.3213;752.6027;279.7936;472.8090;310.4966;1.0000
2015-07-16T12:00:00.0/2015-07-16T13:00:00.0;1156.0494;886.7604;697.0336;189.7268;794.5915;699.9747;222.9977;476.9769;254.5333;1.0000
2015-07-16T13:00:00.0/2015-07-16T14:00:00.0;1069.4000;807.7957;623.7261;184.0695;768.4052;724.6592;402.5639;322.0954;501.8080;1.0000
2015-07-16T14:00:00.0/2015-07-16T15:00:00.0;933.7035;685.8251;512.6450;173.1801;722.8256;685.0505;509.9449;175.1057;719.2686;1.0000
2015-07-16T15:00:00.0/2015-07-16T16:00:00.0;758.1969;531.4966;377.0030;154.4936;653.5988;531.4966;377.0030;154.4936;653.5988;1.0000
2015-07-16T16:00:00.0/2015-07-16T17:00:00.0;554.8309;358.1433;232.0324;126.1108;546.8978;323.3311;170.1177;153.2134;382.4873;1.0000
2015-07-16T17:00:00.0/2015-07-16T18:00:00.0;337.4550;184.4653;98.5882;85.8770;373.1942;109.3010;13.2164;96.0846;45.5567;1.0000
2015-07-16T18:00:00.0/2015-07-16T19:00:00.0;120.8738;46.5159;15.0241;31.4918;125.8402;28.5251;0.0123;28.5129;0.0801;0.7833
2015-07-16T19:00:00.0/2015-07-16T20:00:00.0;0.6567;0.1349;0.0021;0.1328;0.0000;0.0831;0.0000;0.0831;0.0000;0.9583
2015-07-16T20:00:00.0/2015-07-16T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-16T21:00:00.0/2015-07-16T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-16T22:00:00.0/2015-07-16T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-16T23:00:00.0/2015-07-17T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-17T00:00:00.0/2015-07-17T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-17T01:00:00.0/2015-07-17T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-17T02:00:00.0/2015-07-17T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-17T03:00:00.0/2015-07-17T04:00:00.0;3.4362;0.7821;0.0404;0.7418;1.0781;0.7821;0.0404;0.7418;1.0781;0.9083
2015-07-17T04:00:00.0/2015-07-17T05:00:00.0;142.5237;59.3943;23.0647;36.3296;174.9524;59.3943;23.0647;36.3296;174.9524;0.7167
2015-07-17T05:00:00.0/2015-07-17T06:00:00.0;359.8115;208.6715;124.7564;83.9151;445.8835;202.4762;117.8334;84.6428;422.3773;1.0000
2015-07-17T06:00:00.0/2015-07-17T07:00:00.0;576.3287;384.4190;264.8874;119.5316;602.6603;384.4190;264.8874;119.5316;602.6603;1.0000
2015-07-17T07:00:00.0/2015-07-17T08:00:00.0;777.3130;553.4935;402.9439;150.5496;682.0478;553.4935;402.9439;150.5496;682.0478;1.0000
2015-07-17T08:00:00.0/2015-07-17T09:00:00.0;949.0577;700.5008;524.9429;175.5578;728.6163;699.4349;522.7349;176.7000;725.7606;1.0000
2015-07-17T09:00:00.0/2015-07-17T10:00:00.0;1079.8467;815.0934;623.8612;191.2322;761.2473;654.1312;253.6312;400.4999;313.5904;1.0000
2015-07-17T10:00:00.0/2015-07-17T11:00:00.0;1160.7534;887.8054;691.1658;196.6396;784.8113;632.3272;151.2345;481.0927;171.4158;1.0000
2015-07-17T11:00:00.0/2015-07-17T12:00:00.0;1186.2501;910.6541;713.3315;197.3226;792.6356;741.7563;305.5739;436.1824;339.5129;1.0000
2015-07-17T12:00:00.0/2015-07-17T13:00:00.0;1154.5854;883.0961;690.6944;192.4017;788.4947;462.0687;100.6157;361.4531;113.5656;1.0000
2015-07-17T13:00:00.0/2015-07-17T14:00:00.0;1067.9045;807.3278;625.2998;182.0279;771.5983;59.0828;0.0037;59.0790;0.0044;1.0000
2015-07-17T14:00:00.0/2015-07-17T15:00:00.0;932.1025;688.1785;520.9502;167.2283;736.0470;44.3668;0.0000;44.3668;0.0000;1.0000
2015-07-17T15:00:00.0/2015-07-17T16:00:00.0;756.4233;532.8458;381.7365;151.1093;663.0612;36.1217;0.0000;36.1217;0.0000;1.0000
2015-07-17T16:00:00.0/2015-07-17T17:00:00.0;552.8290;355.3336;227.2047;128.1290;536.7788;107.8546;1.9980;105.8566;5.1764;1.0000
2015-07-17T17:00:00.0/2015-07-17T18:00:00.0;335.1847;179.4072;91.1742;88.2330;346.0031;127.7388;18.9364;108.8023;78.7399;1.0000
2015-07-17T18:00:00.0/2015-07-17T19:00:00.0;118.3129;43.8294;12.6012;31.2282;105.4923;41.7312;10.2009;31.5303;89.8324;0.7833
2015-07-17T19:00:00.0/2015-07-17T20:00:00.0;0.4754;0.0952;0.0020;0.0932;0.0000;0.0952;0.0020;0.0932;0.0000;0.9583
2015-07-17T20:00:00.0/2015-07-17T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-17T21:00:00.0/2015-07-17T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-17T22:00:00.0/2015-07-17T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-17T23:00:00.0/2015-07-18T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-18T00:00:00.0/2015-07-18T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-18T01:00:00.0/2015-07-18T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-18T02:00:00.0/2015-07-18T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-18T03:00:00.0/2015-07-18T04:00:00.0;2.8487;0.6519;0.0286;0.6233;0.6722;0.6519;0.0286;0.6233;0.6722;0.9167
2015-07-18T04:00:00.0/2015-07-18T05:00:00.0;139.3313;59.0762;23.3518;35.7244;180.1426;59.0762;23.3518;35.7244;180.1426;0.7167
2015-07-18T05:00:00.0/2015-07-18T06:00:00.0;356.8849;208.5281;125.0316;83.4965;451.0200;205.1704;120.9304;84.2400;437.5134;1.0000
2015-07-18T06:00:00.0/2015-07-18T07:00:00.0;573.6887;385.6688;268.3477;117.3211;612.8909;382.4112;263.8114;118.5998;601.1381;1.0000
2015-07-18T07:00:00.0/2015-07-18T08:00:00.0;774.9606;558.6323;417.0764;141.5558;707.9920;558.1502;416.0721;142.0781;706.4578;1.0000
2015-07-18T08:00:00.0/2015-07-18T09:00:00.0;946.9738;709.1930;549.9051;159.2879;764.9322;558.7104;219.2931;339.4173;313.4407;1.0000
2015-07-18T09:00:00.0/2015-07-18T10:00:00.0;1077.9932;820.9693;641.0604;179.9089;783.9718;697.9110;365.3764;332.5346;450.0791;1.0000
2015-07-18T10:00:00.0/2015-07-18T11:00:00.0;1159.0762;885.3235;681.9221;203.4014;775.6511;472.1660;83.8741;388.2918;95.2871;1.0000
2015-07-18T11:00:00.0/2015-07-18T12:00:00.0;1184.6824;900.2451;676.7972;223.4478;753.1237;747.1219;379.5589;367.5630;422.1194;1.0000
2015-07-18T12:00:00.0/2015-07-18T13:00:00.0;1153.0525;865.9718;632.9693;233.0025;723.5565;514.9716;103.5882;411.3834;119.3498;1.0000
2015-07-18T13:00:00.0/2015-07-18T14:00:00.0;1066.3290;784.6917;554.1808;230.5108;684.7042;695.5465;348.4885;347.0580;433.2909;1.0000
2015-07-18T14:00:00.0/2015-07-18T15:00:00.0;930.4092;660.1959;440.8185;219.3774;623.5482;502.4737;154.0759;348.3978;220.2682;1.0000
2015-07-18T15:00:00.0/2015-07-18T16:00:00.0;754.5451;504.7510;311.2008;193.5502;541.7976;473.3962;248.3496;225.0466;439.6508;1.0000
2015-07-18T16:00:00.0/2015-07-18T17:00:00.0;550.7111;333.0639;181.2200;151.8439;429.3932;333.0639;181.2200;151.8439;429.3932;1.0000
2015-07-18T17:00:00.0/2015-07-18T18:00:00.0;332.7882;165.4901;69.5084;95.9817;264.7647;165.4901;69.5084;95.9817;264.7647;1.0000
2015-07-18T18:00:00.0/2015-07-18T19:00:00.0;115.6182;39.7420;8.8741;30.8679;74.7634;39.7420;8.8741;30.8679;74.7634;0.7833
2015-07-18T19:00:00.0/2015-07-18T20:00:00.0;0.2979;0.0565;0.0008;0.0557;0.0000;0.0565;0.0008;0.0557;0.0000;0.9667
2015-07-18T20:00:00.0/2015-07-18T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-18T21:00:00.0/2015-07-18T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-18T22:00:00.0/2015-07-18T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-18T23:00:00.0/2015-07-19T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-19T00:00:00.0/2015-07-19T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-19T01:00:00.0/2015-07-19T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-19T02:00:00.0/2015-07-19T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-19T03:00:00.0/2015-07-19T04:00:00.0;2.3056;0.5240;0.0190;0.5050;0.2970;0.5240;0.0190;0.5050;0.2970;0.9250
2015-07-19T04:00:00.0/2015-07-19T05:00:00.0;136.0685;58.0964;22.9386;35.1578;178.9307;58.0964;22.9386;35.1578;178.9307;0.7167
2015-07-19T05:00:00.0/2015-07-19T06:00:00.0;353.8976;209.3681;127.4396;81.9284;463.2091;187.8801;87.7177;100.1624;334.7552;1.0000
2015-07-19T06:00:00.0/2015-07-19T07:00:00.0;570.9957;388.6032;275.5081;113.0951;632.3087;367.1588;240.0025;127.1563;545.6573;1.0000
2015-07-19T07:00:00.0/2015-07-19T08:00:00.0;772.5601;562.6859;428.2958;134.3901;729.4022;559.8583;423.4294;136.4288;720.0778;1.0000
2015-07-19T08:00:00.0/2015-07-19T09:00:00.0;944.8434;713.9392;564.8791;149.0601;787.6384;713.9392;564.8791;149.0601;787.6384;1.0000
2015-07-19T09:00:00.0/2015-07-19T10:00:00.0;1076.0918;830.7297;673.4391;157.2906;824.8569;830.3444;672.3524;157.9920;823.5818;1.0000
2015-07-19T10:00:00.0/2015-07-19T11:00:00.0;1157.3464;904.2466;744.4257;159.8209;848.0013;889.1330;700.4709;188.6621;797.3892;1.0000
2015-07-19T11:00:00.0/2015-07-19T12:00:00.0;1183.0546;927.9012;768.9374;158.9639;856.9574;853.6002;568.5457;285.0545;633.6757;1.0000
2015-07-19T12:00:00.0/2015-07-19T13:00:00.0;1151.4498;898.4254;740.8613;157.5642;848.2468;783.5602;425.8804;357.6798;485.7347;1.0000
2015-07-19T13:00:00.0/2015-07-19T14:00:00.0;1064.6721;818.1872;662.8592;155.3280;820.5663;739.9954;465.2453;274.7500;578.8243;1.0000
2015-07-19T14:00:00.0/2015-07-19T15:00:00.0;928.6226;694.8418;546.0081;148.8338;774.4242;582.8691;265.7748;317.0943;380.6447;1.0000
2015-07-19T15:00:00.0/2015-07-19T16:00:00.0;752.5614;538.6418;402.1778;136.4639;702.7433;466.4293;260.3925;206.0368;455.6835;1.0000
2015-07-19T16:00:00.0/2015-07-19T17:00:00.0;548.4763;362.7237;247.3472;115.3765;590.0001;216.2015;68.4499;147.7516;161.5748;1.0000
2015-07-19T17:00:00.0/2015-07-19T18:00:00.0;330.2652;185.7816;104.5251;81.2564;404.0969;65.0347;11.8054;53.2294;62.6572;1.0000
2015-07-19T18:00:00.0/2015-07-19T19:00:00.0;112.7895;44.5774;15.0201;29.5574;129.4117;44.5774;15.0201;29.5574;129.4117;0.7833
2015-07-19T19:00:00.0/2015-07-19T20:00:00.0;0.1552;0.0311;0.0011;0.0300;0.0000;0.0311;0.0011;0.0300;0.0000;0.9833
2015-07-19T20:00:00.0/2015-07-19T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-19T21:00:00.0/2015-07-19T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-19T22:00:00.0/2015-07-19T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-19T23:00:00.0/2015-07-20T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-20T00:00:00.0/2015-07-20T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-20T01:00:00.0/2015-07-20T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-20T02:00:00.0/2015-07-20T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-20T03:00:00.0/2015-07-20T04:00:00.0;1.8108;0.4169;0.0188;0.3981;0.0000;0.4169;0.0188;0.3981;0.0000;0.9333
2015-07-20T04:00:00.0/2015-07-20T05:00:00.0;132.7370;59.6209;27.5502;32.0707;221.3637;59.6209;27.5502;32.0707;221.3637;0.7167
2015-07-20T05:00:00.0/2015-07-20T06:00:00.0;350.8513;214.8265;143.4670;71.3595;527.5408;214.8265;143.4670;71.3595;527.5408;1.0000
2015-07-20T06:00:00.0/2015-07-20T07:00:00.0;568.2510;395.5715;300.3991;95.1724;693.3353;395.5715;300.3991;95.1724;693.3353;1.0000
2015-07-20T07:00:00.0/2015-07-20T08:00:00.0;770.1122;570.6762;460.3836;110.2927;786.8259;570.6762;460.3836;110.2927;786.8259;1.0000
2015-07-20T08:00:00.0/2015-07-20T09:00:00.0;942.6671;722.9797;603.0988;119.8810;843.0486;722.9797;603.0988;119.8810;843.0486;1.0000
2015-07-20T09:00:00.0/2015-07-20T10:00:00.0;1074.1426;838.9231;710.3403;128.5828;871.9026;838.9231;710.3403;128.5828;871.9026;1.0000
2015-07-20T10:00:00.0/2015-07-20T11:00:00.0;1155.5638;909.5361;772.0558;137.4802;881.0138;909.5361;772.0558;137.4802;881.0138;1.0000
2015-07-20T11:00:00.0/2015-07-20T12:00:00.0;1181.3663;930.3051;786.3098;143.9954;877.6966;918.8905;753.3846;165.5059;840.8397;1.0000
2015-07-20T12:00:00.0/2015-07-20T13:00:00.0;1149.7767;899.8334;752.2927;147.5408;862.7134;764.2043;428.3447;335.8597;490.7757;1.0000
2015-07-20T13:00:00.0/2015-07-20T14:00:00.0;1062.9335;820.2794;672.9031;147.3762;834.4856;617.9229;261.8619;356.0610;326.4815;1.0000
2015-07-20T14:00:00.0/2015-07-20T15:00:00.0;926.7419;697.2220;554.2897;142.9323;787.8865;604.5774;359.9985;244.5789;516.4305;1.0000
2015-07-20T15:00:00.0/2015-07-20T16:00:00.0;750.4715;540.7828;409.7589;131.0240;718.2242;397.9740;159.6121;238.3619;273.6790;1.0000
2015-07-20T16:00:00.0/2015-07-20T17:00:00.0;546.1241;364.4515;254.6773;109.7742;610.4904;181.5484;27.4404;154.1081;68.2628;1.0000
2015-07-20T17:00:00.0/2015-07-20T18:00:00.0;327.6154;186.8254;109.6358;77.1897;427.9845;143.0168;46.1839;96.8328;181.2945;1.0000
2015-07-20T18:00:00.0/2015-07-20T19:00:00.0;109.8269;43.9058;15.7085;28.1973;136.7474;30.6846;6.4787;24.2059;46.4895;0.7833
2015-07-20T19:00:00.0/2015-07-20T20:00:00.0;0.0537;0.0109;0.0008;0.0100;0.0000;0.0049;0.0000;0.0049;0.0000;0.9833
2015-07-20T20:00:00.0/2015-07-20T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-20T21:00:00.0/2015-07-20T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-20T22:00:00.0/2015-07-20T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-20T23:00:00.0/2015-07-21T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-21T00:00:00.0/2015-07-21T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-21T01:00:00.0/2015-07-21T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-21T02:00:00.0/2015-07-21T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-21T03:00:00.0/2015-07-21T04:00:00.0;1.3422;0.2934;0.0055;0.2879;0.0000;0.2934;0.0055;0.2879;0.0000;0.9500
2015-07-21T04:00:00.0/2015-07-21T05:00:00.0;129.3386;55.9360;23.6439;32.2921;188.7392;55.9360;23.6439;32.2921;188.7392;0.7167
2015-07-21T05:00:00.0/2015-07-21T06:00:00.0;347.7475;211.3863;140.5512;70.8351;519.3143;209.1103;139.9741;69.1362;517.3649;1.0000
2015-07-21T06:00:00.0/2015-07-21T07:00:00.0;565.4557;394.2145;303.5265;90.6880;704.0752;392.0549;303.2046;88.8503;703.2264;1.0000
2015-07-21T07:00:00.0/2015-07-21T08:00:00.0;767.6180;570.2150;466.4757;103.7393;799.9247;570.2150;466.4757;103.7393;799.9247;1.0000
2015-07-21T08:00:00.0/2015-07-21T09:00:00.0;940.4453;723.7343;612.4677;111.2667;858.2791;723.7343;612.4677;111.2667;858.2791;1.0000
2015-07-21T09:00:00.0/2015-07-21T10:00:00.0;1072.1456;840.5363;721.8118;118.7245;887.7796;840.5363;721.8118;118.7245;887.7796;1.0000
2015-07-21T10:00:00.0/2015-07-21T11:00:00.0;1153.7281;911.4648;784.1378;127.3270;896.3649;911.4648;784.1378;127.3270;896.3649;1.0000
2015-07-21T11:00:00.0/2015-07-21T12:00:00.0;1179.6169;932.5277;798.7298;133.7979;893.0214;929.6859;789.3444;140.3415;882.4995;1.0000
2015-07-21T12:00:00.0/2015-07-21T13:00:00.0;1148.0323;902.3215;765.1810;137.1404;878.9721;901.2603;761.6824;139.5778;875.0324;1.0000
2015-07-21T13:00:00.0/2015-07-21T14:00:00.0;1061.1121;822.9966;686.1345;136.8622;852.5123;822.9966;686.1345;136.8622;852.5123;1.0000
2015-07-21T14:00:00.0/2015-07-21T15:00:00.0;924.7662;700.1304;567.2967;132.8337;808.2828;700.1304;567.2967;132.8337;808.2828;1.0000
2015-07-21T15:00:00.0/2015-07-21T16:00:00.0;748.2747;545.1390;426.2680;118.8710;749.9922;545.1390;426.2680;118.8710;749.9922;1.0000
2015-07-21T16:00:00.0/2015-07-21T17:00:00.0;543.6541;371.3212;276.1583;95.1629;666.3653;371.3212;276.1583;95.1629;666.3653;1.0000
2015-07-21T17:00:00.0/2015-07-21T18:00:00.0;324.8386;194.5726;128.9594;65.6132;511.5354;194.5726;128.9594;65.6132;511.5354;1.0000
2015-07-21T18:00:00.0/2015-07-21T19:00:00.0;106.7306;46.0661;20.7948;25.2713;185.7086;46.0661;20.7948;25.2713;185.7086;0.7833
2015-07-21T19:00:00.0/2015-07-21T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.9917
2015-07-21T20:00:00.0/2015-07-21T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2015-07-21T21:00:00.0/2015-07-21T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
